UF,Município,Masculino,Feminino,Não Informado,Total
AC,Acrelândia,99,87,10,196
AC,Assis Brasil,267,288,11,566
AC,Brasiléia,422,336,33,791
AC,Bujari,16,3,0,19
AC,Capixaba,7,3,0,10
AC,Cruzeiro do Sul,1206,1370,9,2585
AC,Epitaciolândia,15,6,0,21
AC,Feijó,342,289,14,645
AC,Jordão,2,2,0,4
AC,Mâncio Lima,1042,1171,50,2263
AC,Manoel Urbano,117,98,18,233
AC,Marechal Thaumaturgo,414,261,11,686
AC,Plácido de Castro,181,99,7,287
AC,Porto Acre,254,142,14,410
AC,Porto Walter,286,271,29,586
AC,Rio Branco,1411,843,23,2277
AC,Rodrigues Alves,850,807,39,1696
AC,Santa Rosa do Purus,1,0,0,1
AC,Senador Guiomard,9,8,1,18
AC,Sena Madureira,743,587,39,1369
AC,Tarauacá,177,124,14,315
AC,Xapuri,1,0,0,1
AL,Arapiraca,4,0,0,4
AL,Barra de Santo Antônio,103,63,6,172
AL,Barra de São Miguel,11,9,0,20
AL,Belo Monte,265,269,3,537
AL,Campo Grande,1,0,0,1
AL,Carneiros,4,3,0,7
AL,Coité do Nóia,1,0,0,1
AL,Coqueiro Seco,101,192,1,294
AL,Coruripe,440,704,9,1153
AL,Delmiro Gouveia,101,39,0,140
AL,Feliz Deserto,85,204,0,289
AL,Igaci,29,4,0,33
AL,Igreja Nova,793,1224,12,2029
AL,Japaratinga,242,482,3,727
AL,Jaramataia,126,117,0,243
AL,Jequiá da Praia,100,66,0,166
AL,Joaquim Gomes,0,1,0,1
AL,Jundiá,1,0,0,1
AL,Maceió,4644,5509,9,10162
AL,Maragogi,778,1702,3,2483
AL,Maravilha,75,103,7,185
AL,Marechal Deodoro,266,381,1,648
AL,Murici,1,1,0,2
AL,Olho d`Água das Flores,0,2,0,2
AL,Olho d`Água do Casado,3,0,0,3
AL,Olho d`Água Grande,5,12,1,18
AL,Palmeira dos Índios,4,0,1,5
AL,Pão de Açúcar,120,109,1,230
AL,Pariconha,1,0,0,1
AL,Paripueira,97,139,4,240
AL,Passo de Camaragibe,180,71,0,251
AL,Penedo,449,631,1,1081
AL,Piaçabuçu,525,641,13,1179
AL,Pilar,147,102,1,250
AL,Piranhas,191,188,1,380
AL,Poço das Trincheiras,0,2,0,2
AL,Porto Calvo,2,1,0,3
AL,Porto de Pedras,64,78,0,142
AL,Porto Real do Colégio,388,630,38,1056
AL,Quebrangulo,2,0,0,2
AL,Rio Largo,1,0,0,1
AL,Roteiro,127,269,7,403
AL,Santa Luzia do Norte,28,46,0,74
AL,Santana do Mundaú,0,1,0,1
AL,São Brás,153,233,8,394
AL,São José da Tapera,1,2,0,3
AL,São Miguel dos Campos,5,4,0,9
AL,São Miguel dos Milagres,71,21,2,94
AL,São Sebastião,0,6,0,6
AL,Satuba,3,2,0,5
AL,Senador Rui Palmeira,1,0,0,1
AL,Traipu,276,135,2,413
AM,Alvarães,98,87,1,186
AM,Amaturá,117,69,0,186
AM,Anamã,483,412,8,903
AM,Anori,1124,810,4,1938
AM,Apuí,88,81,1,170
AM,Atalaia do Norte,252,253,0,505
AM,Autazes,1531,1255,23,2809
AM,Barcelos,333,131,0,464
AM,Barreirinha,348,148,1,497
AM,Benjamin Constant,1683,908,0,2591
AM,Beruri,1066,662,1,1729
AM,Boa Vista do Ramos,140,66,1,207
AM,Boca do Acre,492,276,4,772
AM,Borba,1262,962,6,2230
AM,Caapiranga,372,291,2,665
AM,Canutama,612,419,1,1032
AM,Carauari,205,87,1,293
AM,Careiro,2963,1900,3,4866
AM,Careiro da Várzea,542,458,11,1011
AM,Coari,1927,1115,24,3066
AM,Codajás,453,409,5,867
AM,Eirunepé,266,204,3,473
AM,Envira,366,164,2,532
AM,Fonte Boa,1896,1018,22,2936
AM,Guajará,123,44,0,167
AM,Humaitá,92,54,1,147
AM,Ipixuna,689,475,0,1164
AM,Iranduba,1242,801,5,2048
AM,Itacoatiara,2961,2137,9,5107
AM,Itamarati,107,64,0,171
AM,Itapiranga,396,444,33,873
AM,Japurá,57,39,0,96
AM,Juruá,325,230,5,560
AM,Jutaí,547,522,8,1077
AM,Lábrea,261,197,13,471
AM,Manacapuru,5128,3592,32,8752
AM,Manaquiri,799,389,1,1189
AM,Manaus,16997,9391,9,26397
AM,Manicoré,404,357,6,767
AM,Maraã,200,128,1,329
AM,Maués,149,62,3,214
AM,Nhamundá,143,55,0,198
AM,Nova Olinda do Norte,317,147,4,468
AM,Novo Airão,187,145,1,333
AM,Novo Aripuanã,185,120,8,313
AM,Parintins,1485,243,4,1732
AM,Pauini,302,146,1,449
AM,Presidente Figueiredo,134,71,6,211
AM,Rio Preto da Eva,188,119,3,310
AM,Santa Isabel do Rio Negro,232,192,2,426
AM,Santo Antônio do Içá,235,321,15,571
AM,São Gabriel da Cachoeira,15,15,0,30
AM,São Paulo de Olivença,391,505,4,900
AM,São Sebastião do Uatumã,83,56,0,139
AM,Silves,204,131,4,339
AM,Tabatinga,611,338,2,951
AM,Tapauá,752,706,8,1466
AM,Tefé,653,518,4,1175
AM,Tonantins,571,561,1,1133
AM,Uarini,379,264,7,650
AM,Urucará,220,105,0,325
AM,Urucurituba,1222,749,12,1983
AP,Amapá,456,360,12,828
AP,Calçoene,182,48,8,238
AP,Cutias,64,50,1,115
AP,Ferreira Gomes,80,133,2,215
AP,Itaubal,113,73,6,192
AP,Laranjal do Jari,359,251,5,615
AP,Macapá,3429,2720,47,6196
AP,Mazagão,269,265,7,541
AP,Oiapoque,244,65,7,316
AP,Pedra Branca do Amapari,51,45,9,105
AP,Porto Grande,88,108,2,198
AP,Pracuúba,152,102,2,256
AP,Santana,3414,3350,49,6813
AP,Serra do Navio,8,11,1,20
AP,Tartarugalzinho,373,493,14,880
AP,Vitória do Jari,134,223,1,358
BA,Abaré,89,88,2,179
BA,Acajutiba,1,0,0,1
BA,Adustina,55,4,0,59
BA,Alagoinhas,0,1,0,1
BA,Alcobaça,384,520,5,909
BA,Almadina,0,1,0,1
BA,Amélia Rodrigues,1,0,0,1
BA,Anagé,11,0,0,11
BA,Andorinha,25,21,0,46
BA,Angical,41,31,0,72
BA,Araci,157,88,5,250
BA,Arataca,2,0,0,2
BA,Aratuípe,73,135,1,209
BA,Aurelino Leal,82,106,1,189
BA,Banzaê,0,1,0,1
BA,Barra,1860,1267,7,3134
BA,Barra da Estiva,1,0,0,1
BA,Barra do Rocha,2,0,0,2
BA,Barreiras,166,91,0,257
BA,Barro Preto,0,1,0,1
BA,Belmonte,401,377,2,780
BA,Belo Campo,4,1,0,5
BA,Boa Nova,1,0,0,1
BA,Boa Vista do Tupim,1,2,0,3
BA,Bom Jesus da Lapa,1602,1805,9,3416
BA,Bom Jesus da Serra,5,5,0,10
BA,Buritirama,1,1,0,2
BA,Caatiba,3,0,0,3
BA,Cabaceiras do Paraguaçu,27,9,2,38
BA,Cachoeira,487,820,3,1310
BA,Cairu,1048,1183,5,2236
BA,Camacan,3,1,1,5
BA,Camaçari,37,30,0,67
BA,Camamu,895,1289,6,2190
BA,Campo Alegre de Lourdes,0,1,0,1
BA,Campo Formoso,1,0,0,1
BA,Canarana,0,1,0,1
BA,Canavieiras,832,582,15,1429
BA,Candeal,1,2,0,3
BA,Candeias,141,628,0,769
BA,Cândido Sales,1,4,0,5
BA,Cansanção,72,67,3,142
BA,Canudos,155,67,1,223
BA,Caravelas,467,571,1,1039
BA,Cardeal da Silva,0,2,0,2
BA,Carinhanha,546,398,5,949
BA,Casa Nova,2459,1904,73,4436
BA,Castro Alves,4,3,0,7
BA,Catu,2,0,0,2
BA,Central,2,0,0,2
BA,Chorrochó,52,86,0,138
BA,Cícero Dantas,0,1,0,1
BA,Conde,484,1106,2,1592
BA,Cordeiros,1,0,0,1
BA,Coribe,20,18,0,38
BA,Correntina,50,14,0,64
BA,Cotegipe,452,421,10,883
BA,Curaçá,179,138,4,321
BA,Dário Meira,2,9,0,11
BA,Entre Rios,19,0,0,19
BA,Esplanada,6,3,0,9
BA,Feira de Santana,18,15,1,34
BA,Filadélfia,8,2,0,10
BA,Floresta Azul,5,2,0,7
BA,Gavião,33,7,0,40
BA,Gentio do Ouro,2,0,0,2
BA,Glória,21,44,0,65
BA,Gongogi,15,3,0,18
BA,Guanambi,62,42,0,104
BA,Guaratinga,2,1,0,3
BA,Iaçu,0,1,0,1
BA,Ibirapitanga,4,3,0,7
BA,Ibirataia,0,1,0,1
BA,Ibitiara,1,0,0,1
BA,Ibotirama,1760,1562,13,3335
BA,Ichu,1,0,0,1
BA,Igrapiúna,130,137,4,271
BA,Iguaí,0,1,0,1
BA,Ilhéus,449,724,27,1200
BA,Ipiaú,2,0,0,2
BA,Itabela,7,1,0,8
BA,Itaberaba,27,2,0,29
BA,Itabuna,14,12,0,26
BA,Itacaré,60,48,0,108
BA,Itaguaçu da Bahia,4,4,0,8
BA,Itajuípe,4,1,0,5
BA,Itamaraju,217,195,1,413
BA,Itambé,3,1,1,5
BA,Itanhém,1,1,0,2
BA,Itaparica,804,2085,15,2904
BA,Itapé,2,2,0,4
BA,Itapebi,5,4,0,9
BA,Itapitanga,0,1,0,1
BA,Itiúba,171,178,3,352
BA,Itororó,0,1,0,1
BA,Ituberá,188,272,3,463
BA,Jaborandi,5,4,0,9
BA,Jacobina,1,0,0,1
BA,Jaguarari,7,15,0,22
BA,Jaguaripe,651,1055,8,1714
BA,Jandaíra,90,146,4,240
BA,Jequié,14,25,0,39
BA,Jiquiriçá,0,1,0,1
BA,Jitaúna,6,8,0,14
BA,Juazeiro,1545,1489,25,3059
BA,Jussari,2,2,0,4
BA,Lafaiete Coutinho,0,1,0,1
BA,Lauro de Freitas,13,4,0,17
BA,Livramento do Brumado,1,0,0,1
BA,Macajuba,1,1,0,2
BA,Macururé,0,1,0,1
BA,Madre de Deus,183,904,14,1101
BA,Maetinga,0,1,0,1
BA,Mairi,2,0,0,2
BA,Malhada,651,554,3,1208
BA,Malhada de Pedras,5,1,0,6
BA,Manoel Vitorino,12,7,0,19
BA,Mansidão,3,1,0,4
BA,Maracás,17,12,3,32
BA,Maragogipe,1616,2743,33,4392
BA,Maraú,188,219,5,412
BA,Mascote,71,94,0,165
BA,Mata de São João,11,1,0,12
BA,Medeiros Neto,60,32,0,92
BA,Monte Santo,2,2,0,4
BA,Morpará,119,96,7,222
BA,Morro do Chapéu,1,0,0,1
BA,Mucuri,176,135,0,311
BA,Mundo Novo,1,1,0,2
BA,Muniz Ferreira,120,223,4,347
BA,Muquém de São Francisco,86,109,8,203
BA,Muritiba,2,5,0,7
BA,Mutuípe,0,1,0,1
BA,Nazaré,284,755,12,1051
BA,Nilo Peçanha,278,304,11,593
BA,Nordestina,1,3,0,4
BA,Nova Soure,1,1,0,2
BA,Nova Viçosa,161,172,2,335
BA,Novo Triunfo,0,1,0,1
BA,Olindina,1,1,0,2
BA,Palmas de Monte Alto,0,1,0,1
BA,Palmeiras,0,1,0,1
BA,Paratinga,1720,1792,26,3538
BA,Paripiranga,5,8,0,13
BA,Pau Brasil,10,3,0,13
BA,Paulo Afonso,11,4,0,15
BA,Pilão Arcado,313,290,11,614
BA,Pindaí,2,0,0,2
BA,Pindobaçu,23,27,2,52
BA,Piritiba,2,1,0,3
BA,Ponto Novo,54,26,0,80
BA,Porto Seguro,330,178,0,508
BA,Prado,772,753,3,1528
BA,Presidente Dutra,1,2,0,3
BA,Presidente Tancredo Neves,2,1,0,3
BA,Queimadas,0,2,0,2
BA,Quijingue,1,0,0,1
BA,Rafael Jambeiro,0,1,0,1
BA,Remanso,1011,723,8,1742
BA,Riachão das Neves,89,139,10,238
BA,Riacho de Santana,2,2,0,4
BA,Ribeirão do Largo,1,0,1,2
BA,Rio de Contas,33,11,0,44
BA,Rio Real,1,1,0,2
BA,Rodelas,469,393,10,872
BA,Ruy Barbosa,1,1,0,2
BA,Salinas da Margarida,1959,3521,13,5493
BA,Salvador,17907,20587,48,38542
BA,Santa Bárbara,0,1,0,1
BA,Santa Cruz Cabrália,69,86,2,157
BA,Santa Cruz da Vitória,2,4,0,6
BA,Santaluz,0,1,0,1
BA,Santa Luzia,8,13,0,21
BA,Santa Maria da Vitória,83,81,3,167
BA,Santana,34,14,0,48
BA,Santa Rita de Cássia,7,4,0,11
BA,Santa Teresinha,0,1,0,1
BA,Santo Amaro,1457,3322,26,4805
BA,Santo Antônio de Jesus,0,4,0,4
BA,Santo Estêvão,2,1,0,3
BA,São Félix,10,31,1,42
BA,São Félix do Coribe,1,8,0,9
BA,São Francisco do Conde,76,462,6,544
BA,São Gabriel,0,1,0,1
BA,São Gonçalo dos Campos,1,0,0,1
BA,São José do Jacuípe,6,3,0,9
BA,Sapeaçu,0,1,0,1
BA,Saubara,1335,2446,23,3804
BA,Saúde,2,2,0,4
BA,Seabra,0,3,0,3
BA,Senhor do Bonfim,104,95,3,202
BA,Sento Sé,890,1093,31,2014
BA,Serra do Ramalho,407,361,0,768
BA,Serra Dourada,1,0,0,1
BA,Serra Preta,0,1,0,1
BA,Simões Filho,20,47,1,68
BA,Sítio do Mato,109,100,4,213
BA,Sobradinho,593,630,5,1228
BA,Souto Soares,1,0,0,1
BA,Tabocas do Brejo Velho,2,2,0,4
BA,Tanquinho,0,1,0,1
BA,Taperoá,265,436,12,713
BA,Tapiramutá,0,1,0,1
BA,Teixeira de Freitas,18,5,0,23
BA,Terra Nova,0,1,0,1
BA,Tremedal,29,15,0,44
BA,Ubaíra,0,1,0,1
BA,Ubaitaba,190,250,10,450
BA,Ubatã,1,3,0,4
BA,Umburanas,0,1,0,1
BA,Una,316,292,0,608
BA,Urandi,2,0,0,2
BA,Uruçuca,3,9,0,12
BA,Valença,549,1067,46,1662
BA,Valente,2,2,0,4
BA,Várzea da Roça,13,4,0,17
BA,Varzedo,3,3,0,6
BA,Vera Cruz,2194,4842,51,7087
BA,Vereda,3,3,0,6
BA,Vitória da Conquista,1,0,0,1
BA,Wagner,0,2,0,2
BA,Wanderley,253,321,5,579
BA,Wenceslau Guimarães,2,1,0,3
BA,Xique-Xique,772,635,4,1411
CE,Abaiara,48,12,0,60
CE,Acarape,0,1,0,1
CE,Acaraú,499,441,12,952
CE,Acopiara,23,0,0,23
CE,Aiuaba,24,3,0,27
CE,Alto Santo,45,37,1,83
CE,Amontada,309,100,1,410
CE,Aquiraz,492,283,6,781
CE,Aracati,998,476,9,1483
CE,Aracoiaba,4,0,0,4
CE,Araripe,1,0,0,1
CE,Arneiroz,19,3,0,22
CE,Assaré,22,2,0,24
CE,Aurora,11,0,0,11
CE,Banabuiú,110,11,0,121
CE,Barreira,0,1,0,1
CE,Barro,43,0,0,43
CE,Barroquinha,269,138,3,410
CE,Baturité,2,2,0,4
CE,Beberibe,976,541,10,1527
CE,Bela Cruz,0,1,0,1
CE,Boa Viagem,66,2,0,68
CE,Brejo Santo,1,0,0,1
CE,Camocim,889,117,23,1029
CE,Campos Sales,41,1,0,42
CE,Canindé,98,13,1,112
CE,Capistrano,1,0,0,1
CE,Caridade,59,2,0,61
CE,Cariré,2,0,0,2
CE,Caririaçu,14,5,0,19
CE,Cariús,35,0,1,36
CE,Carnaubal,0,1,0,1
CE,Cascavel,658,349,2,1009
CE,Catarina,29,4,0,33
CE,Catunda,10,0,0,10
CE,Caucaia,256,57,1,314
CE,Cedro,52,16,0,68
CE,Chaval,72,95,0,167
CE,Choró,16,0,0,16
CE,Chorozinho,81,24,0,105
CE,Coreaú,22,0,0,22
CE,Crateús,97,19,0,116
CE,Crato,21,1,0,22
CE,Cruz,107,24,0,131
CE,Deputado Irapuan Pinheiro,5,0,0,5
CE,Ererê,5,0,0,5
CE,Eusébio,2,0,0,2
CE,Farias Brito,2,0,0,2
CE,Forquilha,120,17,0,137
CE,Fortaleza,3296,633,6,3935
CE,Fortim,729,418,5,1152
CE,Frecheirinha,0,1,0,1
CE,General Sampaio,274,51,0,325
CE,Granja,102,10,0,112
CE,Granjeiro,3,0,0,3
CE,Guaiúba,20,4,0,24
CE,Hidrolândia,90,2,1,93
CE,Horizonte,73,10,0,83
CE,Ibaretama,1,0,0,1
CE,Ibiapina,2,0,0,2
CE,Ibicuitinga,32,0,0,32
CE,Icapuí,976,377,14,1367
CE,Icó,11,0,1,12
CE,Iguatu,172,15,1,188
CE,Independência,20,2,0,22
CE,Ipaporanga,10,4,0,14
CE,Ipu,32,3,0,35
CE,Iracema,60,0,0,60
CE,Irauçuba,21,0,0,21
CE,Itaiçaba,6,2,0,8
CE,Itaitinga,30,5,0,35
CE,Itapagé,6,0,0,6
CE,Itapipoca,441,180,5,626
CE,Itapiúna,13,0,0,13
CE,Itarema,1035,580,7,1622
CE,Itatira,7,0,0,7
CE,Jaguaretama,36,1,0,37
CE,Jaguaribara,75,18,1,94
CE,Jaguaribe,72,25,0,97
CE,Jijoca de Jericoacoara,57,2,0,59
CE,Juazeiro do Norte,19,4,0,23
CE,Jucás,3,1,0,4
CE,Lavras da Mangabeira,14,0,0,14
CE,Limoeiro do Norte,0,0,1,1
CE,Madalena,11,0,0,11
CE,Maracanaú,13,1,0,14
CE,Maranguape,106,24,0,130
CE,Marco,22,10,0,32
CE,Massapê,35,8,0,43
CE,Milagres,5,0,0,5
CE,Miraíma,25,5,0,30
CE,Mombaça,1,0,0,1
CE,Monsenhor Tabosa,1,0,0,1
CE,Morada Nova,53,5,0,58
CE,Moraújo,18,0,0,18
CE,Mucambo,1,0,0,1
CE,Nova Russas,13,0,0,13
CE,Novo Oriente,57,24,0,81
CE,Ocara,7,1,0,8
CE,Orós,222,103,9,334
CE,Pacajus,138,34,0,172
CE,Pacatuba,23,2,0,25
CE,Pacujá,1,0,0,1
CE,Palmácia,1,0,0,1
CE,Paracuru,284,53,4,341
CE,Paraipaba,105,25,1,131
CE,Parambu,11,1,0,12
CE,Paramoti,8,1,0,9
CE,Pedra Branca,15,0,0,15
CE,Pentecoste,253,63,1,317
CE,Pindoretama,4,0,0,4
CE,Piquet Carneiro,4,0,0,4
CE,Pires Ferreira,43,0,0,43
CE,Poranga,3,0,0,3
CE,Potiretama,7,0,0,7
CE,Quiterianópolis,5,0,0,5
CE,Quixadá,33,3,0,36
CE,Quixelô,137,11,0,148
CE,Quixeramobim,85,17,0,102
CE,Redenção,26,3,1,30
CE,Russas,4,0,0,4
CE,Saboeiro,38,0,0,38
CE,Santana do Acaraú,1,0,0,1
CE,Santa Quitéria,81,13,0,94
CE,São Gonçalo do Amarante,87,23,1,111
CE,São Luís do Curu,7,5,0,12
CE,Senador Pompeu,91,3,0,94
CE,Senador Sá,5,0,0,5
CE,Sobral,106,20,0,126
CE,Solonópole,15,5,0,20
CE,Tamboril,60,0,0,60
CE,Tarrafas,1,0,0,1
CE,Tauá,60,23,0,83
CE,Tejuçuoca,6,0,0,6
CE,Trairi,602,301,8,911
CE,Umirim,87,7,0,94
CE,Uruburetama,1,1,0,2
CE,Uruoca,20,0,0,20
CE,Varjota,110,4,0,114
CE,Várzea Alegre,16,0,0,16
DF,Brasília,351,54,3,408
ES,Alegre,24,4,0,28
ES,Alfredo Chaves,2,0,0,2
ES,Anchieta,316,388,7,711
ES,Aracruz,304,491,13,808
ES,Atilio Vivacqua,0,1,0,1
ES,Baixo Guandu,95,41,1,137
ES,Boa Esperança,11,7,0,18
ES,Cachoeiro de Itapemirim,39,14,0,53
ES,Cariacica,149,143,2,294
ES,Colatina,139,75,5,219
ES,Conceição da Barra,497,482,23,1002
ES,Conceição do Castelo,0,1,0,1
ES,Ecoporanga,2,1,0,3
ES,Fundão,13,7,0,20
ES,Guaçuí,1,0,0,1
ES,Guarapari,632,620,12,1264
ES,Ibatiba,1,0,0,1
ES,Ibiraçu,6,0,0,6
ES,Iconha,0,1,0,1
ES,Itaguaçu,1,0,0,1
ES,Itapemirim,861,939,19,1819
ES,Jaguaré,2,0,0,2
ES,João Neiva,2,1,0,3
ES,Linhares,469,299,11,779
ES,Marataízes,972,795,31,1798
ES,Marechal Floriano,0,2,0,2
ES,Marilândia,7,5,0,12
ES,Mimoso do Sul,15,10,0,25
ES,Montanha,1,0,0,1
ES,Mucurici,2,1,0,3
ES,Nova Venécia,11,9,1,21
ES,Pedro Canário,17,8,0,25
ES,Pinheiros,4,0,0,4
ES,Piúma,199,211,15,425
ES,Presidente Kennedy,148,162,4,314
ES,Rio Bananal,3,1,0,4
ES,Rio Novo do Sul,3,2,1,6
ES,Santa Maria de Jetibá,1,2,0,3
ES,Santa Teresa,1,0,0,1
ES,São Gabriel da Palha,1,0,0,1
ES,São Mateus,510,579,10,1099
ES,Serra,860,759,17,1636
ES,Sooretama,33,27,0,60
ES,Viana,9,6,1,16
ES,Vila Velha,190,63,2,255
ES,Vitória,815,630,7,1452
GO,Águas Lindas de Goiás,12,1,0,13
GO,Alexânia,1,0,0,1
GO,Anápolis,2,0,0,2
GO,Anhanguera,6,9,0,15
GO,Aparecida de Goiânia,1,0,0,1
GO,Aragarças,203,165,0,368
GO,Aruanã,190,141,0,331
GO,Baliza,2,0,0,2
GO,Bom Jardim de Goiás,3,0,0,3
GO,Bom Jesus de Goiás,7,5,0,12
GO,Britânia,38,21,0,59
GO,Buriti Alegre,9,1,0,10
GO,Cabeceiras,2,0,0,2
GO,Cachoeira Alta,0,1,0,1
GO,Cachoeira Dourada,121,163,0,284
GO,Caçu,2,0,0,2
GO,Caldas Novas,22,4,0,26
GO,Campinaçu,2,2,0,4
GO,Campinorte,4,1,0,5
GO,Catalão,16,12,0,28
GO,Cezarina,0,2,1,3
GO,Cidade Ocidental,2,0,0,2
GO,Cocalzinho de Goiás,1,0,0,1
GO,Colinas do Sul,30,33,1,64
GO,Corumbaíba,103,71,1,175
GO,Cristalina,1,1,0,2
GO,Cumari,0,1,0,1
GO,Davinópolis,5,1,0,6
GO,Formosa,2,1,0,3
GO,Goiânia,81,44,0,125
GO,Goianira,3,1,0,4
GO,Goiás,4,1,0,5
GO,Goiatuba,6,2,0,8
GO,Gouvelândia,30,13,0,43
GO,Inaciolândia,20,10,0,30
GO,Inhumas,0,1,0,1
GO,Itajá,2,0,0,2
GO,Itumbiara,314,161,3,478
GO,Jataí,1,0,0,1
GO,Jussara,1,0,0,1
GO,Luziânia,16,3,0,19
GO,Mara Rosa,2,0,0,2
GO,Minaçu,11,8,0,19
GO,Morrinhos,4,0,0,4
GO,Niquelândia,81,81,2,164
GO,Nova Crixás,33,46,0,79
GO,Novo Gama,4,0,0,4
GO,Ouvidor,2,0,0,2
GO,Panamá,3,1,0,4
GO,Paranaiguara,19,8,0,27
GO,Pires do Rio,1,0,0,1
GO,Planaltina,13,2,0,15
GO,Quirinópolis,8,8,1,17
GO,Rio Quente,1,1,0,2
GO,Rio Verde,6,6,0,12
GO,Rubiataba,0,1,0,1
GO,Santa Helena de Goiás,1,1,0,2
GO,Santo Antônio do Descoberto,5,0,0,5
GO,São Miguel do Araguaia,179,161,2,342
GO,São Simão,143,146,0,289
GO,Três Ranchos,16,1,0,17
GO,Trindade,0,1,0,1
GO,Uruaçu,44,37,0,81
GO,Valparaíso de Goiás,8,0,0,8
GO,Vila Boa,1,0,0,1
MA,Açailândia,67,59,4,130
MA,Afonso Cunha,0,1,0,1
MA,Água Doce do Maranhão,6,10,0,16
MA,Alcântara,145,116,2,263
MA,Aldeias Altas,19,43,4,66
MA,Altamira do Maranhão,31,38,0,69
MA,Alto Alegre do Maranhão,314,533,14,861
MA,Alto Alegre do Pindaré,168,200,15,383
MA,Alto Parnaíba,1,2,1,4
MA,Amapá do Maranhão,198,267,315,780
MA,Amarante do Maranhão,1,2,0,3
MA,Anajatuba,1944,2521,68,4533
MA,Anapurus,136,188,119,443
MA,Apicum-Açu,70,97,3,170
MA,Araguanã,980,1486,31,2497
MA,Araioses,1208,1354,19,2581
MA,Arame,75,74,53,202
MA,Arari,1389,2374,12,3775
MA,Axixá,164,120,4,288
MA,Bacabal,1921,1877,114,3912
MA,Bacabeira,914,2458,18,3390
MA,Bacuri,756,647,5,1408
MA,Bacurituba,40,32,0,72
MA,Balsas,1,0,0,1
MA,Barão de Grajaú,71,85,0,156
MA,Barra do Corda,90,113,28,231
MA,Barreirinhas,393,676,1,1070
MA,Belágua,660,866,9,1535
MA,Bela Vista do Maranhão,309,401,46,756
MA,Benedito Leite,11,1,0,12
MA,Bequimão,212,169,0,381
MA,Bernardo do Mearim,1,0,15,16
MA,Boa Vista do Gurupi,485,592,39,1116
MA,Bom Jardim,1527,2061,33,3621
MA,Bom Jesus das Selvas,117,238,1,356
MA,Bom Lugar,98,146,16,260
MA,Brejo,148,367,0,515
MA,Brejo de Areia,16,12,0,28
MA,Buriti,375,309,4,688
MA,Buriti Bravo,0,1,0,1
MA,Buriticupu,300,734,11,1045
MA,Cachoeira Grande,184,200,42,426
MA,Cajapió,90,106,2,198
